dt,ADC3,ADC4,ADC5,ADC6,ADC7,Altitude,ColorName,ColorRaw,ColorRgb,Pressure,Temperature,Potentiometer1,Potentiometer2,Light,MsgType,DeviceName,Sentence,Word,EventProcessedUtcTime,PartitionId,EventEnqueuedUtcTime,IoTHub
2017-01-22T17:00:01.8465050Z,244,281,335,349,298,225.1329,,,,322.609253,311.609253,535.560337771441,-796.45411004402729,-394.06792092717922,MAllNum,PC0,,,2017-01-22T17:00:03.4246084Z,1,2017-01-22T17:00:01.6280000Z,Record
2017-01-22T17:00:02.0420315Z,,,,,,,,,,,,,,,MSentence,PC5,"'No matter, sir, no matter!' he went on hurriedly and with apparent composure when both the boys at the counter guffawed and even the innkeeper smiled.",,2017-01-22T17:00:03.4246084Z,1,2017-01-22T17:00:01.6280000Z,Record
2017-01-22T17:00:02.1470235Z,,,,,,,,,,,,,,,MWord,PC3,,two,2017-01-22T17:00:03.4246084Z,1,2017-01-22T17:00:01.6280000Z,Record
2017-01-22T17:00:02.3714278Z,492,275,976,138,372,-60.3674927,,,,254.555588,255.555588,50.201715109746658,-253.21220305329533,-775.07948698977441,MAllNum,PC0,,,2017-01-22T17:00:03.4246084Z,1,2017-01-22T17:00:01.6280000Z,Record
2017-01-22T17:00:02.5071788Z,,,,,,,,,,,,,,,MSentence,PC0,"Hence the pot-house! Honoured sir, a month ago Mr. Lebeziatnikov gave my wife a beating, and my wife is a very different matter from me!",,2017-01-22T17:00:03.4246084Z,1,2017-01-22T17:00:01.6280000Z,Record
2017-01-22T17:00:02.6318881Z,,,,,,,,,,,,,,,MWord,PC9,,then,2017-01-22T17:00:03.4246084Z,1,2017-01-22T17:00:01.6280000Z,Record
2017-01-22T17:00:02.7369633Z,804,790,523,756,919,547.6912,ABC,Record,Record,-154.689178,-156.689178,173.89682400478776,139.79947748726514,93.399479973829628,MAll,PC6,,,2017-01-22T17:00:04.4884298Z,1,2017-01-22T17:00:02.6590000Z,Record
2017-01-22T17:00:02.8597488Z,216,666,135,95,227,533.6912,,,,-168.689178,-163.689178,166.89682400478776,150.79947748726514,73.399479973829628,MAllNum,PC4,,,2017-01-22T17:00:04.4884298Z,1,2017-01-22T17:00:02.6590000Z,Record
2017-01-22T17:00:02.9817265Z,,,,,,,,,,,,,,,MSentence,PC5,"'I may be bringing you something else in a day or two, Alyona Ivanovna - a valuable thing-silver-a cigarette-box, as soon as I get it back from a friend he broke off in confusion.",,2017-01-22T17:00:04.4884298Z,1,2017-01-22T17:00:02.6590000Z,Record
2017-01-22T17:00:03.1171179Z,,,,,,,,,,,,,,,MWord,PC,,might,2017-01-22T17:00:04.4884298Z,1,2017-01-22T17:00:02.6590000Z,Record
2017-01-22T17:00:03.2861876Z,408,367,230,730,631,-181.818436,ABC,Record,Record,88.3457947,79.3457947,-986.50906937342836,-125.59202979837849,-640.44700049909886,MAll,PC5,,,2017-01-22T17:00:04.4884298Z,1,2017-01-22T17:00:02.6590000Z,Record
2017-01-22T17:00:03.4136535Z,297,94,741,968,742,-195.818436,,,,87.3457947,99.3457947,-976.50906937342836,-119.59202979837849,-635.44700049909886,MAllNum,PC6,,,2017-01-22T17:00:04.4884298Z,1,2017-01-22T17:00:02.6590000Z,Record
2017-01-22T17:00:03.6161838Z,,,,,,,,,,,,,,,MSentence,PC9,"Looking round, he noticed that he was standing close to a tavern which was entered by steps leading from the pavement to the basement. At that instant two drunken men came out at the door, and abusing and supporting one another, they mounted the steps.",,2017-01-22T17:00:04.4884298Z,1,2017-01-22T17:00:02.6590000Z,Record
2017-01-22T17:00:03.7407508Z,,,,,,,,,,,,,,,MWord,PC,,give,2017-01-22T17:00:05.4728171Z,1,2017-01-22T17:00:03.6590000Z,Record
2017-01-22T17:00:03.8024904Z,666,522,801,883,61,-21.945713,ABC,Record,Record,883.6206,860.6206,-295.03815098524024,-155.46443268654434,46.275870268269315,MAll,PC4,,,2017-01-22T17:00:05.4728171Z,1,2017-01-22T17:00:03.6590000Z,Record
2017-01-22T17:00:03.9670424Z,134,866,608,582,865,-9.945712,,,,860.6206,864.6206,-296.03815098524024,-147.46443268654434,59.275870268269315,MAllNum,PC7,,,2017-01-22T17:00:05.4728171Z,1,2017-01-22T17:00:03.6590000Z,Record
2017-01-22T17:00:04.1810823Z,,,,,,,,,,,,,,,MWord,PC0,,look,2017-01-22T17:00:05.4728171Z,1,2017-01-22T17:00:03.6590000Z,Record
2017-01-22T17:00:04.3528426Z,824,603,669,146,495,-440.8576,ABC,Record,Record,218.5592,240.5592,-421.9824906399968,928.20755729889959,228.88241930010574,MAll,PC8,,,2017-01-22T17:00:05.4728171Z,1,2017-01-22T17:00:03.6590000Z,Record
2017-01-22T17:00:04.4799154Z,710,575,412,998,844,-443.8576,,,,235.5592,235.5592,-422.9824906399968,918.20755729889959,230.88241930010574,MAllNum,PC2,,,2017-01-22T17:00:05.4728171Z,1,2017-01-22T17:00:03.6590000Z,Record
2017-01-22T17:00:04.6049128Z,,,,,,,,,,,,,,,MSentence,PC2,"'A student then, or formerly a student,' cried the clerk. 'Just what I thought! I'm a man of experience, immense experience, sir,' and he tapped his forehead with his fingers in self-approval. 'You've been a student or have attended some learned institution! But allow me.'",,2017-01-22T17:00:05.4728171Z,1,2017-01-22T17:00:03.6590000Z,Record
2017-01-22T17:00:04.8856510Z,759,161,241,895,562,35.8368034,ABC,Record,Record,-866.7885,-878.7885,-297.91427354351572,90.9933870261715,-802.04110735099493,MAll,PC6,,,2017-01-22T17:00:07.4537804Z,1,2017-01-22T17:00:04.6750000Z,Record
2017-01-22T17:00:05.0106480Z,79,68,635,209,614,11.8368044,,,,-863.7885,-859.7885,-306.91427354351572,81.9933870261715,-786.04110735099493,MAllNum,PC0,,,2017-01-22T17:00:07.4537804Z,1,2017-01-22T17:00:04.6750000Z,Record
2017-01-22T17:00:05.1336486Z,,,,,,,,,,,,,,,MSentence,PC4,"Does not my heart ache to think what a useless worm I am? A month ago when Mr. Lebeziatnikov beat my wife with his own hands, and I lay drunk, didn't I suffer? Excuse me, young man, has it ever happened to you well, to petition hopelessly for a loan?'",,2017-01-22T17:00:07.4537804Z,1,2017-01-22T17:00:04.6750000Z,Record
2017-01-22T17:00:05.2696486Z,,,,,,,,,,,,,,,MWord,PC6,,time,2017-01-22T17:00:07.4537804Z,1,2017-01-22T17:00:04.6750000Z,Record
2017-01-22T17:00:05.4194903Z,358,799,160,927,975,184.408218,ABC,Record,Record,-699.7291,-695.7291,369.52896745740526,452.32257258750269,-21.143014264162552,MAll,PC9,,,2017-01-22T17:00:07.4537804Z,1,2017-01-22T17:00:04.6750000Z,Record
2017-01-22T17:00:05.6634890Z,599,250,954,459,212,165.408218,,,,-699.7291,-696.7291,374.52896745740526,443.32257258750269,-14.143014264162552,MAllNum,PC6,,,2017-01-22T17:00:07.4537804Z,1,2017-01-22T17:00:04.6750000Z,Record
2017-01-22T17:00:05.7994932Z,,,,,,,,,,,,,,,MSentence,PC3,'His wife a year he fondly loved His wife a-a year he - fondly loved.',,2017-01-22T17:00:08.5162656Z,1,2017-01-22T17:00:05.6910000Z,Record
2017-01-22T17:00:05.9224923Z,,,,,,,,,,,,,,,MWord,PC4,,sound,2017-01-22T17:00:08.5162656Z,1,2017-01-22T17:00:05.6910000Z,Record
2017-01-22T17:00:05.9354886Z,868,300,271,136,159,-674.3119,ABC,Record,Record,-255.653931,-243.653931,851.31690764070675,-123.87252054813712,796.40741983036014,MAll,PC6,,,2017-01-22T17:00:08.5162656Z,1,2017-01-22T17:00:05.6910000Z,Record
2017-01-22T17:00:06.0295001Z,794,840,148,187,381,-655.3119,,,,-232.653931,-228.653931,849.31690764070675,-145.87252054813712,812.40741983036014,MAllNum,PC4,,,2017-01-22T17:00:08.5162656Z,1,2017-01-22T17:00:05.6910000Z,Record
2017-01-22T17:00:06.1525003Z,,,,,,,,,,,,,,,MSentence,PC5,"'Oh, nothing particular, I simply asked. You are too quick. Good day, Alyona Ivanovna.'",,2017-01-22T17:00:08.5162656Z,1,2017-01-22T17:00:05.6910000Z,Record
2017-01-22T17:00:06.2905009Z,,,,,,,,,,,,,,,MWord,PC1,,just,2017-01-22T17:00:08.5162656Z,1,2017-01-22T17:00:05.6910000Z,Record
2017-01-22T17:00:06.4845050Z,765,237,470,952,286,779.49585,ABC,Record,Record,-829.224854,-827.224854,109.78663000672032,-246.9853095808889,-40.95123378746338,MAll,PC,,,2017-01-22T17:00:08.5162656Z,1,2017-01-22T17:00:05.6910000Z,Record
2017-01-22T17:00:06.6426219Z,860,461,463,575,167,770.49585,,,,-832.224854,-840.224854,113.78663000672032,-241.9853095808889,-42.95123378746338,MAllNum,PC9,,,2017-01-22T17:00:08.5162656Z,1,2017-01-22T17:00:05.6910000Z,Record
2017-01-22T17:00:06.7664850Z,,,,,,,,,,,,,,,MSentence,PC7,"I was lying drunk and I heard my Sonia speaking (she is a gentle creature with a soft little voice fair hair and such a pale, thin little face). She said: 'Katerina Ivanovna, am I really to do a thing like that?'",,2017-01-22T17:00:08.5162656Z,1,2017-01-22T17:00:06.6930000Z,Record
2017-01-22T17:00:06.8861003Z,,,,,,,,,,,,,,,MWord,PC0,,at,2017-01-22T17:00:08.5162656Z,1,2017-01-22T17:00:06.6930000Z,Record
2017-01-22T17:04:35.2544799Z,736,131,921,500,630,768.8521,ABC,Record,Record,730.5518,721.5518,-670.91270775081591,-222.90156586937192,-743.82688865781438,MAll,PC,,,2017-01-22T17:04:36.7820350Z,1,2017-01-22T17:04:34.9970000Z,Record
2017-01-22T17:04:36.0522347Z,153,189,992,283,977,762.8521,,,,725.5518,725.5518,-675.91270775081591,-230.90156586937192,-745.82688865781438,MAllNum,PC0,,,2017-01-22T17:04:36.7820350Z,1,2017-01-22T17:04:34.9970000Z,Record
2017-01-22T17:04:36.1372746Z,983,32,131,120,568,763.1515,ABC,Record,Record,-780.5987,-797.5987,748.5592465916842,160.47379519135481,302.58823091894442,MAll,PC2,,,2017-01-22T17:04:37.8601888Z,1,2017-01-22T17:04:36.0440000Z,Record
2017-01-22T17:04:36.1744812Z,,,,,,,,,,,,,,,MSentence,PC,"With a sinking heart and a nervous tremor, he went up to a huge house which on one side looked on to the canal, and on the other into the street. This house was let out in tiny tenements and was inhabited by working people of all kinds - tailors, locksmiths, cooks, Germans of sorts, girls picking up a living as best they could, petty clerks, etc. There was a continual coming and going through the two gates and in the two courtyards of the house.",,2017-01-22T17:04:37.8601888Z,1,2017-01-22T17:04:36.0440000Z,Record
2017-01-22T17:04:36.2534832Z,217,284,980,91,487,767.1515,,,,-802.5987,-789.5987,750.5592465916842,169.47379519135481,299.58823091894442,MAllNum,PC8,,,2017-01-22T17:04:37.8601888Z,1,2017-01-22T17:04:36.0440000Z,Record
2017-01-22T17:04:36.3216495Z,,,,,,,,,,,,,,,MWord,PC7,,how,2017-01-22T17:04:37.8601888Z,1,2017-01-22T17:04:36.0440000Z,Record
2017-01-22T17:04:36.3937591Z,,,,,,,,,,,,,,,MSentence,PC4,"In spite of the momentary desire he had just been feeling for company of any sort, on being actually spoken to he felt immediately his habitual irritable and uneasy aversion for any stranger who approached or attempted to approach him.",,2017-01-22T17:04:37.8601888Z,1,2017-01-22T17:04:36.0440000Z,Record
2017-01-22T17:04:36.6704110Z,643,466,82,786,41,359.8846,ABC,Record,Record,146.962631,154.962631,803.8449312664377,-247.07018791057754,251.15161321395794,MAll,PC,,,2017-01-22T17:04:37.8601888Z,1,2017-01-22T17:04:36.0440000Z,Record
2017-01-22T17:04:36.7977135Z,612,989,374,928,339,385.8846,,,,139.962631,159.962631,812.8449312664377,-236.07018791057754,256.15161321395794,MAllNum,PC3,,,2017-01-22T17:04:37.8601888Z,1,2017-01-22T17:04:36.0440000Z,Record
2017-01-22T17:04:36.9058365Z,,,,,,,,,,,,,,,MSentence,PC8,"She did not utter a word, she did not even look at her, she simply picked up our big green drap de dames shawl (we have a shawl, made of drap de dames) put it over her head and face and lay down on the bed with her face to the wall; only her little shoulders and her body kept shuddering.",,2017-01-22T17:04:37.8601888Z,1,2017-01-22T17:04:36.0440000Z,Record
2017-01-22T17:04:37.0341273Z,,,,,,,,,,,,,,,MWord,PC9,,own,2017-01-22T17:04:37.8601888Z,1,2017-01-22T17:04:36.0440000Z,Record
2017-01-22T17:04:37.2209106Z,353,673,247,502,147,165.448441,ABC,Record,Record,910.6072,918.6072,-575.40028157498159,-770.0902571453056,995.08779036275985,MAll,PC9,,,2017-01-22T17:04:38.9227089Z,1,2017-01-22T17:04:37.0750000Z,Record
2017-01-22T17:04:37.3332112Z,854,177,573,120,192,186.448441,,,,935.6072,925.6072,-573.40028157498159,-754.0902571453056,1008.0877903627598,MAllNum,PC8,,,2017-01-22T17:04:38.9227089Z,1,2017-01-22T17:04:37.0750000Z,Record
2017-01-22T17:04:37.4416696Z,,,,,,,,,,,,,,,MSentence,PC2,"'No, I have not happened to,' answered Raskolnikov. 'What do you mean?'",,2017-01-22T17:04:38.9227089Z,1,2017-01-22T17:04:37.0750000Z,Record
2017-01-22T17:04:37.5513431Z,,,,,,,,,,,,,,,MWord,PC2,,read,2017-01-22T17:04:38.9227089Z,1,2017-01-22T17:04:37.0750000Z,Record
2017-01-22T17:04:37.7533864Z,30,586,149,573,499,-138.907181,ABC,Record,Record,-235.2192,-257.219177,-499.92326370679291,-838.48409860102174,-10.937558905290246,MAll,PC8,,,2017-01-22T17:04:38.9227089Z,1,2017-01-22T17:04:37.0750000Z,Record
2017-01-22T17:04:37.8695958Z,921,390,174,699,841,-160.907181,,,,-256.219177,-253.2192,-492.92326370679291,-847.48409860102174,-7.9375589052902455,MAllNum,PC3,,,2017-01-22T17:04:38.9227089Z,1,2017-01-22T17:04:37.0750000Z,Record
2017-01-22T17:04:37.9962452Z,,,,,,,,,,,,,,,MSentence,PC2,"In spite of the momentary desire he had just been feeling for company of any sort, on being actually spoken to he felt immediately his habitual irritable and uneasy aversion for any stranger who approached or attempted to approach him.",,2017-01-22T17:04:38.9227089Z,1,2017-01-22T17:04:37.0750000Z,Record
2017-01-22T17:04:38.4309023Z,829,329,234,896,349,-384.869568,,,,-7.91423273,-9.914233,-228.68147459892856,263.98502805038333,159.10599813226136,MAllNum,PC8,,,2017-01-22T17:04:39.8758065Z,1,2017-01-22T17:04:38.0910000Z,Record
2017-01-22T17:04:38.5579599Z,,,,,,,,,,,,,,,MSentence,PC9,'He met the one he used to know.',,2017-01-22T17:04:39.8758065Z,1,2017-01-22T17:04:38.0910000Z,Record
2017-01-22T17:04:38.6811243Z,,,,,,,,,,,,,,,MWord,PC0,,was,2017-01-22T17:04:39.8758065Z,1,2017-01-22T17:04:38.0910000Z,Record
2017-01-22T17:04:38.8199866Z,537,835,747,37,792,27.5280647,ABC,Record,Record,194.844742,207.844742,-88.489356280228961,-507.955566022934,399.563494491576,MAll,PC6,,,2017-01-22T17:04:39.8758065Z,1,2017-01-22T17:04:38.0910000Z,Record
2017-01-22T17:04:39.0569885Z,,,,,,,,,,,,,,,MSentence,PC9,"'Well,' the orator began again stolidly and with even increased dignity, after waiting for the laughter in the room to subside. 'Well, so be it, I am a pig, but she is a lady! I have the semblance of a beast, but Katerina Ivanovna, my spouse, is a person of education and an officer's daughter.",,2017-01-22T17:04:39.8758065Z,1,2017-01-22T17:04:38.0910000Z,Record
2017-01-22T17:04:39.1825758Z,,,,,,,,,,,,,,,MWord,PC9,,those,2017-01-22T17:04:40.9539553Z,1,2017-01-22T17:04:39.0910000Z,Record
2017-01-22T17:04:39.3542038Z,440,689,28,430,551,976.3403,ABC,Record,Record,696.4927,691.4927,181.83096506415527,-532.53208307750788,-333.733664699425,MAll,PC2,,,2017-01-22T17:04:40.9539553Z,1,2017-01-22T17:04:39.0910000Z,Record
2017-01-22T17:04:39.4821281Z,660,670,894,598,355,981.3403,,,,712.4927,705.4927,190.83096506415527,-549.53208307750788,-342.733664699425,MAllNum,PC,,,2017-01-22T17:04:40.9539553Z,1,2017-01-22T17:04:39.0910000Z,Record
2017-01-22T17:04:39.6377218Z,,,,,,,,,,,,,,,MSentence,PC3,"In spite of the momentary desire he had just been feeling for company of any sort, on being actually spoken to he felt immediately his habitual irritable and uneasy aversion for any stranger who approached or attempted to approach him.",,2017-01-22T17:04:40.9539553Z,1,2017-01-22T17:04:39.0910000Z,Record
2017-01-22T17:04:39.8861364Z,952,370,942,70,365,592.3603,ABC,Record,Record,483.704865,482.704865,152.11177823491823,993.8396080137511,-580.0771053933164,MAll,PC7,,,2017-01-22T17:04:40.9539553Z,1,2017-01-22T17:04:39.0910000Z,Record
2017-01-22T17:04:40.0426207Z,738,914,409,957,670,577.3603,,,,466.704865,466.704865,149.11177823491823,990.8396080137511,-596.0771053933164,MAllNum,PC8,,,2017-01-22T17:04:40.9539553Z,1,2017-01-22T17:04:39.0910000Z,Record
2017-01-22T17:04:40.1733526Z,,,,,,,,,,,,,,,MSentence,PC9,"This evening, however, on coming out into the street, he became acutely aware of his fears.",,2017-01-22T17:04:41.9284233Z,1,2017-01-22T17:04:40.1220000Z,Record
2017-01-22T17:04:40.2895342Z,,,,,,,,,,,,,,,MWord,PC6,,such,2017-01-22T17:04:41.9284233Z,1,2017-01-22T17:04:40.1220000Z,Record
2017-01-22T17:04:40.4203607Z,354,142,211,582,466,443.712067,ABC,Record,Record,-7.53453159,16.46547,-234.07454990129804,-838.99553705831818,-737.80258803809284,MAll,PC2,,,2017-01-22T17:04:41.9284233Z,1,2017-01-22T17:04:40.1220000Z,Record
2017-01-22T17:04:40.6567704Z,,,,,,,,,,,,,,,MSentence,PC2,"And she was left at his death with three children in a wild and remote district where I happened to be at the time; and she was left in such hopeless poverty that, although I have seen many ups and downs of all sort, I don't feel equal to describing it even. Her relations had all thrown her off. And she was proud, too, excessively proud.",,2017-01-22T17:04:41.9284233Z,1,2017-01-22T17:04:40.1220000Z,Record
2017-01-22T17:04:40.7665713Z,,,,,,,,,,,,,,,MWord,PC7,,old,2017-01-22T17:04:41.9284233Z,1,2017-01-22T17:04:40.1220000Z,Record
2017-01-22T17:04:40.9523367Z,144,919,215,503,67,-139.088409,ABC,Record,Record,876.005554,891.005554,-88.941545742401289,8.26346535026634,-221.2539856434793,MAll,PC,,,2017-01-22T17:04:41.9284233Z,1,2017-01-22T17:04:40.1220000Z,Record
2017-01-22T17:04:41.0641458Z,258,494,208,406,896,-135.088409,,,,881.005554,887.005554,-94.941545742401289,4.26346535026634,-235.2539856434793,MAllNum,PC4,,,2017-01-22T17:04:41.9284233Z,1,2017-01-22T17:04:40.1220000Z,Record
2017-01-22T17:04:41.1888801Z,,,,,,,,,,,,,,,MSentence,PC8,"He filled his glass, emptied it and paused. Bits of hay were in fact clinging to his clothes and sticking to his hair. It seemed quite probable that he had not undressed or washed for the last five days. His hands, particularly, were filthy. They were fat and red, with black nails.",,2017-01-22T17:04:43.0023342Z,1,2017-01-22T17:04:41.1690000Z,Record
2017-01-22T17:04:41.3290561Z,,,,,,,,,,,,,,,MWord,PC5,,around,2017-01-22T17:04:43.0023342Z,1,2017-01-22T17:04:41.1690000Z,Record
2017-01-22T17:04:41.4858130Z,847,653,580,746,335,-102.818344,ABC,Record,Record,757.55835,770.55835,447.24315583054391,286.66338372666866,60.82020309723584,MAll,PC7,,,2017-01-22T17:04:43.0023342Z,1,2017-01-22T17:04:41.1690000Z,Record
2017-01-22T17:04:41.5949171Z,543,60,988,234,866,-118.818344,,,,753.55835,749.55835,471.24315583054391,288.66338372666866,49.82020309723584,MAllNum,PC0,,,2017-01-22T17:04:43.0023342Z,1,2017-01-22T17:04:41.1690000Z,Record
2017-01-22T17:04:41.7056551Z,,,,,,,,,,,,,,,MSentence,PC6,"His conversation seemed to excite a general though languid interest. The boys at the counter fell to sniggering. The innkeeper came down from the upper room, apparently on purpose to listen to the 'funny fellow' and sat down at a little distance, yawning lazily, but with dignity.",,2017-01-22T17:04:43.0023342Z,1,2017-01-22T17:04:41.1690000Z,Record
2017-01-22T17:04:41.8200931Z,,,,,,,,,,,,,,,MWord,PC3,,said,2017-01-22T17:04:43.0023342Z,1,2017-01-22T17:04:41.1690000Z,Record
2017-01-22T17:04:42.0181538Z,458,392,416,179,701,353.384583,ABC,Record,Record,55.2099648,58.2099648,818.899379050741,-933.53061329061632,-304.08519411013566,MAll,PC0,,,2017-01-22T17:04:43.0023342Z,1,2017-01-22T17:04:41.1690000Z,Record
2017-01-22T17:04:42.1265202Z,422,970,773,463,777,342.384583,,,,45.2099648,59.2099648,811.899379050741,-908.53061329061632,-317.08519411013566,MAllNum,PC4,,,2017-01-22T17:04:43.0023342Z,1,2017-01-22T17:04:41.1690000Z,Record
2017-01-22T17:04:42.2356920Z,,,,,,,,,,,,,,,MSentence,PC9,"He had successfully avoided meeting his landlady on the staircase. His garret was under the roof of a high, five-storied house and was more like a cupboard than a room.",,2017-01-22T17:04:43.0023342Z,1,2017-01-22T17:04:41.1690000Z,Record
2017-01-22T17:04:42.3462612Z,,,,,,,,,,,,,,,MWord,PC,,over,2017-01-22T17:04:43.9867135Z,1,2017-01-22T17:04:42.1720000Z,Record
2017-01-22T17:04:42.5517833Z,936,247,740,342,961,953.5714,ABC,Record,Record,827.1466,835.1466,864.97965108085066,-649.97217052229337,761.72520964227283,MAll,PC6,,,2017-01-22T17:04:43.9867135Z,1,2017-01-22T17:04:42.1720000Z,Record
2017-01-22T17:04:42.6577655Z,927,916,943,272,992,976.5714,,,,830.1466,827.1466,850.97965108085066,-657.97217052229337,778.72520964227283,MAllNum,PC6,,,2017-01-22T17:04:43.9867135Z,1,2017-01-22T17:04:42.1720000Z,Record
2017-01-22T17:04:42.7673916Z,,,,,,,,,,,,,,,MSentence,PC1,"The landlady who provided him with garret, dinners, and attendance, lived on the floor below, and every time he went out he was obliged to pass her kitchen, the door of which invariably stood open.",,2017-01-22T17:04:43.9867135Z,1,2017-01-22T17:04:42.1720000Z,Record
2017-01-22T17:04:42.8839864Z,,,,,,,,,,,,,,,MWord,PC9,,also,2017-01-22T17:04:43.9867135Z,1,2017-01-22T17:04:42.1720000Z,Record
2017-01-22T17:04:43.0845127Z,53,409,71,565,174,-543.2921,ABC,Record,Record,826.6788,834.6788,75.118854192806808,121.141251395671,-58.452637205286564,MAll,PC3,,,2017-01-22T17:04:43.9867135Z,1,2017-01-22T17:04:42.1720000Z,Record
2017-01-22T17:04:43.1892637Z,154,912,672,125,386,-545.2921,,,,832.6788,813.6788,81.118854192806808,138.14125139567102,-43.452637205286564,MAllNum,PC,,,2017-01-22T17:04:43.9867135Z,1,2017-01-22T17:04:42.1720000Z,Record
2017-01-22T17:04:43.3150548Z,,,,,,,,,,,,,,,MSentence,PC8,"'Here, sir: as we say ten copecks the rouble a month, so I must take fifteen copecks from a rouble and a half for the month in advance. But for the two roubles I lent you before, you owe me now twenty copecks on the same reckoning in advance. That makes thirty - five copecks altogether. So I must give you a rouble and fifteen copecks for the watch. Here it is.'",,2017-01-22T17:04:45.0492238Z,1,2017-01-22T17:04:43.1880000Z,Record
2017-01-22T17:04:43.4239738Z,,,,,,,,,,,,,,,MWord,PC0,,very,2017-01-22T17:04:45.0492238Z,1,2017-01-22T17:04:43.1880000Z,Record
2017-01-22T17:04:43.6172952Z,173,373,665,26,194,462.923157,ABC,Record,Record,-121.364288,-128.364288,-27.168979011404076,-728.981825046838,423.42820293342419,MAll,PC3,,,2017-01-22T17:04:45.0492238Z,1,2017-01-22T17:04:43.1880000Z,Record
2017-01-22T17:04:43.7364939Z,855,947,447,840,468,442.923157,,,,-117.364288,-127.364288,-41.168979011404076,-723.981825046838,422.42820293342419,MAllNum,PC3,,,2017-01-22T17:04:45.0492238Z,1,2017-01-22T17:04:43.1880000Z,Record
2017-01-22T17:04:43.8612932Z,,,,,,,,,,,,,,,MSentence,PC3,"'Well, we will talk about it then, sir.'",,2017-01-22T17:04:45.0492238Z,1,2017-01-22T17:04:43.1880000Z,Record
2017-01-22T17:04:43.9752960Z,,,,,,,,,,,,,,,MWord,PC5,,that,2017-01-22T17:04:45.0492238Z,1,2017-01-22T17:04:43.1880000Z,Record
2017-01-22T17:04:44.1512968Z,524,9,459,963,36,6.63862038,ABC,Record,Record,-172.316116,-166.316116,-613.49803175580041,497.98099282537987,51.457437279807152,MAll,PC2,,,2017-01-22T17:04:45.0492238Z,1,2017-01-22T17:04:43.1880000Z,Record
2017-01-22T17:04:44.2688359Z,22,919,439,286,758,-15.36138,,,,-154.316116,-172.316116,-595.49803175580041,508.98099282537987,45.457437279807152,MAllNum,PC1,,,2017-01-22T17:04:45.9867243Z,1,2017-01-22T17:04:44.2050000Z,Record
2017-01-22T17:04:44.3939747Z,,,,,,,,,,,,,,,MSentence,PC0,Do you suppose that a respectable poor girl can earn much by honest work?,,2017-01-22T17:04:45.9867243Z,1,2017-01-22T17:04:44.2050000Z,Record
